protein,condition,light,co2_concentration,mean_intensity,mean_mass_fraction_norm,sd_intensity,Process,Pathway,Protein,Process.abbr,Pathway.abbr
slr1828,Light-0060,60,1,5440166.42226,0.0003429472,2678336.72676048,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,Light-0100,100,1,5138327.4879875,0.0003201797,4541093.37287408,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,Light-0200,200,1,1458452.9082695,0.0000665626,902013.181000037,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,Light-0300,300,1,1226052.09038,0.0000420142,47268.924770516,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1828,Light-1000,1000,1,2387173.7504175,0.0001177737,689080.262759021,Photosynthesis and respiration,Soluble electron carriers,"ferredoxin, petF-like protein",Photosynth,Soluble electron c
slr1829,CO2-0-15,300,0.15,5239525.98851836,0.0002366198,1067217.43461808,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,CO2-0-2,300,0.2,5048584.62828189,0.0002216752,401249.427888042,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,CO2-0-3,300,0.3,5143500.16804441,0.0002218047,358907.778639954,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,CO2-0-5,300,0.5,4217960.98692637,0.0001592348,236835.056319522,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,CO2-1-0,300,1,2277020.89987102,0.0000702935,503451.443282511,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,Light-0060,60,1,1415973.02783175,0.0001111971,446150.841867722,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,Light-0100,100,1,1092979.56330075,0.0000885037,173571.268808889,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,Light-0200,200,1,827296.36758625,0.0000696062,151786.069859143,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,Light-0300,300,1,963823.75915175,0.0000719468,154815.854041893,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1829,Light-1000,1000,1,1192263.384238,0.0000884808,189282.236446791,Unknown,Unknown,putative poly(3-hydroxyalkanoate) synthase component,Unknown,Unknown
slr1830,CO2-0-15,300,0.15,1213975.32187889,0.0000973511,140051.429147332,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,CO2-0-2,300,0.2,1015346.15255581,0.0000866958,84673.7050118755,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,CO2-0-3,300,0.3,1055666.96539249,0.0000876933,77589.3331852801,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,CO2-0-5,300,0.5,664354.805597231,0.0000666042,66728.2373028592,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,CO2-1-0,300,1,586054.963033072,0.0000609667,174411.678255066,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,Light-0060,60,1,1767286.560877,0.0000825092,777692.238356447,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,Light-0100,100,1,1769527.05970575,0.000081993,460331.397436513,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,Light-0200,200,1,1571057.00170775,0.0000671018,318183.521239604,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,Light-0300,300,1,1638650.63769875,0.0000599288,703570.192884306,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1830,Light-1000,1000,1,2880110.23274575,0.000141669,1224820.18635976,Central intermediary metabolism,Polysaccharides and glycoproteins,poly(3-hydroxyalkanoate) synthase,CentralMet,Polysaccharides an
slr1834,CO2-0-15,300,0.15,2788579.5,0.001877482,724514.758674383,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,CO2-0-2,300,0.2,2370521.399814,0.0018547862,753705.417011158,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,CO2-0-3,300,0.3,2344218.0945215,0.0018516044,440602.094887044,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,CO2-0-5,300,0.5,1489534.14416525,0.0018053581,489246.004203592,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,CO2-1-0,300,1,855863.02261625,0.0017758545,230613.088861319,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,Light-0060,60,1,68123780.4653425,0.0029546273,20256789.4195793,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,Light-0100,100,1,42047637.2604225,0.0011400347,11745894.501602,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,Light-0200,200,1,58937416.9223,0.0022507512,10322799.581801,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,Light-0300,300,1,56681950.3438883,0.0016912567,5901723.87666107,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1834,Light-1000,1000,1,27983131.3041888,0.000014849,9065505.3537551,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ia,Photosynth,Photosystem I
slr1835,CO2-0-15,300,0.15,6392772.01314799,0.0002334265,1507129.29657151,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,CO2-0-2,300,0.2,7293570.92748524,0.0002680124,1001239.41998948,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,CO2-0-3,300,0.3,6724319.14802152,0.0002358805,741196.418084925,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,CO2-0-5,300,0.5,8054744.24776168,0.0002581327,1196222.86119665,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,CO2-1-0,300,1,13032308.9870288,0.0004079623,2341728.05554175,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,Light-0060,60,1,2305673.01558263,0.0002308179,774841.460791872,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,Light-0100,100,1,1477047.19945066,0.0001731019,133723.095659834,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,Light-0200,200,1,5773269.61636503,0.0004631232,1846087.73641197,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,Light-0300,300,1,5690609.63179213,0.0004166986,2033605.74049263,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1835,Light-1000,1000,1,6395672.70176803,0.0004738521,1621991.39452786,Photosynthesis and respiration,Photosystem I,P700 apoprotein subunit Ib,Photosynth,Photosystem I
slr1838,CO2-0-15,300,0.15,9285070.5945075,0.0003843181,467936.642645417,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,CO2-0-2,300,0.2,9046956.414695,0.0003625052,956838.485314432,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,CO2-0-3,300,0.3,11205936.131015,0.0004537358,1365015.2450148,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,CO2-0-5,300,0.5,14078565.752895,0.0005176671,2161178.96561828,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,CO2-1-0,300,1,8476623.2679775,0.000253066,2072356.48833034,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,Light-0060,60,1,4026822.621411,0.0003367313,1860421.98027584,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,Light-0100,100,1,3033198.65516525,0.0002670444,814053.429489117,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,Light-0200,200,1,3385585.62729275,0.0002884665,1097233.0348237,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,Light-0300,300,1,3374998.59561875,0.0002635384,2204082.22520572,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1838,Light-1000,1000,1,2046044.327637,0.0001876004,641883.534978099,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 3, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,CO2-0-15,300,0.15,11962670.9078122,0.0006071565,2066141.65558351,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,CO2-0-2,300,0.2,11281421.6789944,0.0005616077,926514.499557678,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,CO2-0-3,300,0.3,13828482.5501627,0.0006687295,3013219.69637979,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,CO2-0-5,300,0.5,11813334.9276479,0.0005198897,3709153.15109086,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,CO2-1-0,300,1,4076175.4465871,0.0001860815,800023.45396952,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,Light-0060,60,1,8145488.9020525,0.0005258211,4678809.66408486,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,Light-0100,100,1,6054988.268272,0.0003793295,1288901.62208286,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,Light-0200,200,1,4205686.30667,0.0002490539,1184859.05324077,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,Light-0300,300,1,3738976.668265,0.0001905963,1820640.9037633,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1839,Light-1000,1000,1,1882373.9782745,0.0000823075,822176.650574673,Photosynthesis and respiration,CO2 fixation,"carbon dioxide concentrating mechanism protein CcmK homolog 4, putative carboxysome assembly protein",Photosynth,CO2 fixation
slr1841,CO2-0-15,300,0.15,4377721.50002922,0.0003249303,672501.047507943,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,CO2-0-2,300,0.2,4799288.86868022,0.0003395161,420577.009428119,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,CO2-0-3,300,0.3,3952858.45015788,0.000296784,496108.881047276,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,CO2-0-5,300,0.5,3700341.76772759,0.0002674888,306072.167688962,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,CO2-1-0,300,1,5190989.79801774,0.0003070168,1028013.99601486,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,Light-0060,60,1,2060227.728405,0.0000261808,287591.900506925,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,Light-0100,100,1,2548635.0426375,0.0000589037,1037957.63354765,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,Light-0200,200,1,5921262.74869,0.000285448,1613181.02700853,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,Light-0300,300,1,6904785.1221075,0.0003025852,2690276.29239357,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1841,Light-1000,1000,1,2622908.43687,0.0000489652,958404.530269976,Cell envelope,"Membranes, lipoproteins, and porins",probable porin; major outer membrane protein,Envelope,"Membranes, lipopro"
slr1842,CO2-0-15,300,0.15,7942129.11653955,0.0006710415,733598.919190855,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,CO2-0-2,300,0.2,8066314.85285052,0.0006676579,1316215.34174456,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,CO2-0-3,300,0.3,7997190.24966957,0.0006577636,628192.98900524,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,CO2-0-5,300,0.5,9243293.72254198,0.0006704592,1223933.88867088,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,CO2-1-0,300,1,7480325.65778329,0.0005672292,1342401.61089292,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,Light-0060,60,1,6130303.32081618,0.0001309845,2364595.00578798,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,Light-0100,100,1,7561642.7157366,0.0002268479,3448908.06436235,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,Light-0200,200,1,10071945.4546167,0.0003908659,2136022.87730554,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,Light-0300,300,1,14197693.1396545,0.0005686847,4438948.84525107,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1842,Light-1000,1000,1,12116579.3058245,0.0004698597,1724434.05757179,Amino acid biosynthesis,Serine family / Sulfur assimilation,cysteine synthase,AminoAcids,Serine family / Su
slr1843,CO2-0-15,300,0.15,28076439.7400774,0.0012795722,964202.270806861,Energy metabolism,Pentose phosphate pathway,glucose 6-phosphate dehydrogenase,Energy,Pentose phosphate 
