"","protein","condition","growthrate","mean_intensity","median_intensity","CV","CI","mean_massfraction","rel_intensity","psortB_localization","Process","Pathway","Protein","Protein.names","Length","MolWeight","Process.color","Process.abbr","Pathway.abbr","mean_mass_fraction_norm","model.category"
"14234","slr1269","CO2-0-5",0.0756,2209364.63817558,2153860.81506284,0.1184074831,0.1160372012,9.04928e-05,0.8069225207,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",8.95655e-05,"MAI"
"14235","slr1269","CO2-1-0",0.1003,2628863.89132796,2669228.77958411,0.0599396092,0.0587397376,9.6773e-05,1,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",9.58457e-05,"MAI"
"14236","slr1269","Light-0060",0.0331,2358388.7535575,2314881.9197665,0.2308689972,0.2262474598,0.0001626746,0.8293614258,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",0.000163602,"MAI"
"14237","slr1269","Light-0100",0.0485,1648581.50256975,1667782.246431,0.3339447254,0.3272598173,0.0001130894,0.5975225993,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",0.0001140167,"MAI"
"14238","slr1269","Light-0200",0.0639,1433315.89798225,1406480.4187415,0.2518206642,0.2467797162,9.7158e-05,0.5039050137,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",9.80853e-05,"MAI"
"14239","slr1269","Light-0300",0.0934,1598593.71607575,1635852.88356,0.171302102,0.1678729752,9.68939e-05,0.5860831467,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",9.78213e-05,"MAI"
"14240","slr1269","Light-1000",0.0961,2882807.8274325,2791161.7876,0.2609979363,0.2557732776,0.0001812316,1,"Periplasmic","Biosynthesis of cofactors, prosthetic groups, and carriers","Thioredoxin, glutaredoxin, and glutathione","gamma-glutamyltranspeptidase","Gamma-glutamyltranspeptidase (EC 2.3.2.2) (Glutathione hydrolase) (EC 3.4.19.13) [Cleaved into: Gamma-glutamyltranspeptidase large chain; Gamma-glutamyltranspeptidase small chain]",518,56,2,"Cofactors","Thioredoxin, gluta",0.000182159,"MAI"
"14271","slr1274","CO2-0-15",0.0183,2126730.79781928,2123111.0516504,0.0833785661,0.0817094933,0.0001015351,0.7001644261,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0002015159,"MAI"
"14272","slr1274","CO2-0-2",0.0279,2506809.51339659,2574734.89877866,0.0949783016,0.0930770252,0.0001167869,0.849101973,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0002167676,"MAI"
"14273","slr1274","CO2-0-3",0.0452,1522554.99595353,1593157.78537852,0.5943819176,0.5824835758,6.9662e-05,0.525395224,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0001696427,"MAI"
"14274","slr1274","CO2-0-5",0.0756,1980634.30371226,1894486.57047177,0.1520315858,0.1489882163,8.11243e-05,0.624768121,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.000181105,"MAI"
"14275","slr1274","CO2-1-0",0.1003,3214264.46722134,3032303.51676799,0.173721639,0.1702440779,0.0001183226,1,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0002183033,"MAI"
"14276","slr1274","Light-0060",0.0331,3875570.01803456,3810846.47953454,0.1313860553,0.1287559682,0.0002673253,1.8234471185,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0001673446,"MAI"
"14277","slr1274","Light-0100",0.0485,3566954.64530657,3469760.04133658,0.2035906533,0.199515174,0.0002446859,1.6602410995,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0001447052,"MAI"
"14278","slr1274","Light-0200",0.0639,5194196.81827336,4756239.48759882,0.2831522001,0.2774840572,0.000352091,2.2758070247,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0002521103,"MAI"
"14279","slr1274","Light-0300",0.0934,5257036.13632931,5013636.96864472,0.2309207833,0.2262982093,0.0003186394,2.3989688203,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",0.0002186586,"MAI"
"14280","slr1274","Light-1000",0.0961,2131536.8686812,2089913.35200663,0.4278744607,0.4193092664,0.000134002,1,"Cytoplasmic","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilM, required for motility",NA,367,40.89,4,"CellProc","Chemotaxis",3.40212e-05,"MAI"
"14281","slr1275","CO2-0-15",0.0183,11654009.331814,11770291.9640439,0.0287959872,0.0282195489,0.0005563898,2.4639954079,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0006388098,"MAI"
"14282","slr1275","CO2-0-2",0.0279,10222705.6110673,10484782.4164372,0.132958147,0.1302965898,0.0004762539,2.1948865674,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0005586739,"MAI"
"14283","slr1275","CO2-0-3",0.0452,8733779.27998567,9092471.97981661,0.1367605112,0.1340228382,0.0003995994,1.9034200063,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0004820194,"MAI"
"14284","slr1275","CO2-0-5",0.0756,7531089.29549713,7773929.16026877,0.1618257991,0.158586369,0.0003084639,1.6273959737,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0003908839,"MAI"
"14285","slr1275","CO2-1-0",0.1003,4597453.55653882,4776913.10885066,0.2218139252,0.2173736523,0.0001692402,1,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0002516602,"MAI"
"14286","slr1275","Light-0060",0.0331,5448686.85711274,5781626.98356217,0.4811917274,0.4715592277,0.0003758342,1.1905165914,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0002934142,"MAI"
"14287","slr1275","Light-0100",0.0485,5749637.50181287,5540443.93351189,0.5188388317,0.508452712,0.0003944136,1.140853681,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0003119936,"MAI"
"14288","slr1275","Light-0200",0.0639,5254237.35214891,4755043.4271713,0.4962027042,0.4862697146,0.0003561609,0.9791289042,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0002737409,"MAI"
"14289","slr1275","Light-0300",0.0934,5454098.48231468,4507848.15245704,0.6031081843,0.59103516,0.0003305837,0.928227994,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0002481637,"MAI"
"14290","slr1275","Light-1000",0.0961,5498953.57412653,4856401.8557665,0.3160458226,0.3097192149,0.0003456992,1,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein PilN, required for motility","Slr1275 protein",284,30.04,4,"CellProc","Chemotaxis",0.0002632792,"MAI"
"14291","slr1276","CO2-0-15",0.0183,9920487.678875,9834134.89108,0.1085454747,0.1063726105,0.0004736274,1.2274525331,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0004604744,"MAI"
"14292","slr1276","CO2-0-2",0.0279,9750557.88923,9721407.236435,0.1254913003,0.1229792145,0.0004542576,1.2133823737,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0004411046,"MAI"
"14293","slr1276","CO2-0-3",0.0452,7370170.751415,7430805,0.0492428642,0.0482571202,0.0003372098,0.9274796941,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0003240568,"MAI"
"14294","slr1276","CO2-0-5",0.0756,7391137.38431,7356379.989345,0.0905154979,0.088703558,0.0003027316,0.9181902986,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0002895786,"MAI"
"14295","slr1276","CO2-1-0",0.1003,8588687.14706,8011825,0.1492555475,0.1462677488,0.0003161644,1,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0003030114,"MAI"
"14296","slr1276","Light-0060",0.0331,5614167.8283475,5097117.866215,0.3935445109,0.3856665338,0.0003872486,0.9444360209,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0004004016,"MAI"
"14297","slr1276","Light-0100",0.0485,4186978.4275745,3641326.060659,0.5974150336,0.5854559748,0.0002872183,0.674694913,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0003003713,"MAI"
"14298","slr1276","Light-0200",0.0639,3857344.9593275,3765690.67215,0.1641691467,0.1608828075,0.0002614719,0.6977382136,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0002746249,"MAI"
"14299","slr1276","Light-0300",0.0934,4862541.01753,4865325.637995,0.0694779577,0.0680871474,0.0002947282,0.9014876459,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0003078812,"MAI"
"14300","slr1276","Light-1000",0.0961,5621490.318785,5396996.46498,0.1830180384,0.1793543819,0.0003534026,1,"Unknown","Cellular processes","Chemotaxis","probable fimbrial assembly protein, required for motility","Slr1276 protein",275,30.07,4,"CellProc","Chemotaxis",0.0003665556,"MAI"
"14301","slr1277","CO2-0-15",0.0183,12174658.5210777,12138662.3447135,0.1298912752,0.1272911106,0.0005812468,0.3070102484,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0004294151,"RIB"
"14302","slr1277","CO2-0-2",0.0279,14864349.4244713,14696629.6315784,0.0544190238,0.0533296634,0.0006924981,0.3717061885,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0005406664,"RIB"
"14303","slr1277","CO2-0-3",0.0452,23398572.391932,23531932.7841281,0.0755292053,0.0740172611,0.0010705625,0.5951680938,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0009187308,"RIB"
"14304","slr1277","CO2-0-5",0.0756,35276826.8709736,33604065.8304064,0.2064005495,0.2022688217,0.0014448941,0.8499118194,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0012930624,"RIB"
"14305","slr1277","CO2-1-0",0.1003,39001641.6617385,39538296.8741201,0.13603714,0.1333139475,0.0014357176,1,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0012838859,"RIB"
"14306","slr1277","Light-0060",0.0331,5213819.35572253,5070932.12618758,0.2330682109,0.2284026497,0.0003596338,0.4492219195,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0005114655,"RIB"
"14307","slr1277","Light-0100",0.0485,8904441.77996817,9100550.66737859,0.1680011102,0.1646380627,0.0006108268,0.806196324,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0007626585,"RIB"
"14308","slr1277","Light-0200",0.0639,13854841.6567089,13280865.8493452,0.2902268976,0.2844171333,0.0009391568,1.1765205886,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0010909885,"RIB"
"14309","slr1277","Light-0300",0.0934,19164923.051392,19783607.7437576,0.1940311633,0.190147046,0.001161624,1.7525831592,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0013134557,"RIB"
"14310","slr1277","Light-1000",0.0961,10552274.5141511,11288256.2174358,0.3520196461,0.3449729141,0.0006633831,1,"OuterMembrane","Cellular processes","Protein and peptide secretion","pilus assembly protein homologous to general secretion pathway protein D (GspD)",NA,785,84.66,4,"CellProc","Protein and peptid",0.0008152148,"RIB"
"14341","slr1289","CO2-0-15",0.0183,5940934.68316506,5909837.61304583,0.128781124,0.1262031825,0.0002836342,5.573383464,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0003274753,"CBM"
"14342","slr1289","CO2-0-2",0.0279,6265745.36954778,6137684.11209441,0.0797163708,0.0781206079,0.0002919076,5.7882583883,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0003357487,"CBM"
"14343","slr1289","CO2-0-3",0.0452,6091037.06089436,6144398.65786643,0.04472181,0.0438265685,0.0002786852,5.7945906669,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0003225263,"CBM"
"14344","slr1289","CO2-0-5",0.0756,4628791.65953671,5070333.92900409,0.4594419869,0.4502448737,0.0001895894,4.7816737323,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0002334305,"CBM"
"14345","slr1289","CO2-1-0",0.1003,1050419.91839399,1060368.02442621,0.1166196917,0.1142851978,3.86678e-05,1,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",8.25089e-05,"CBM"
"14346","slr1289","Light-0060",0.0331,3088529.182623,2473476.26871,0.4843118633,0.4746169047,0.0002130376,1.5227833465,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0001691965,"CBM"
"14347","slr1289","Light-0100",0.0485,3466159.89867,3765094.505665,0.2947811632,0.2888802316,0.0002377716,2.3179616817,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0001939305,"CBM"
"14348","slr1289","Light-0200",0.0639,2335564.4269295,2236695.1302375,0.5364185599,0.525680529,0.0001583173,1.3770102178,"Cytoplasmic","Energy metabolism","TCA cycle","isocitrate dehydrogenase (NADP+)","Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)",475,52.27,7,"Energy","TCA cycle",0.0001144762,"CBM"
